Date,Price,Open,High,Low,Change %
14/03/2006,5950.60,5952.80,5978.60,5940.70,-0.04
13/03/2006,5952.80,5907.90,5959.90,5907.90,0.76
10/03/2006,5907.90,5855.90,5909.10,5838.20,0.89
09/03/2006,5855.90,5812.90,5857.10,5812.90,0.74
08/03/2006,5812.90,5857.40,5857.60,5790.90,-0.76
07/03/2006,5857.40,5897.80,5897.80,5830.70,-0.68
06/03/2006,5897.80,5858.70,5924.50,5858.70,0.67
03/03/2006,5858.70,5833.00,5864.00,5803.80,0.44
02/03/2006,5833.00,5844.10,5880.00,5803.70,-0.19
01/03/2006,5844.10,5791.50,5844.10,5783.90,0.91
28/02/2006,5791.50,5875.90,5877.40,5788.70,-1.44
27/02/2006,5875.90,5860.50,5893.30,5860.50,0.26
24/02/2006,5860.50,5836.00,5864.00,5836.00,0.42
23/02/2006,5836.00,5872.40,5878.80,5829.40,-0.62
22/02/2006,5872.40,5857.70,5877.60,5836.80,0.25
21/02/2006,5857.70,5863.00,5888.00,5856.90,-0.09
20/02/2006,5863.00,5846.20,5866.70,5839.40,0.29
17/02/2006,5846.20,5828.90,5863.30,5822.40,0.30
16/02/2006,5828.90,5791.50,5828.90,5791.50,0.65
15/02/2006,5791.50,5792.30,5814.50,5780.90,-0.01
14/02/2006,5792.30,5793.50,5828.60,5773.70,-0.02
13/02/2006,5793.50,5764.10,5793.50,5760.30,0.51
10/02/2006,5764.10,5808.70,5808.70,5764.10,-0.77
09/02/2006,5808.70,5725.10,5808.90,5725.10,1.46
08/02/2006,5725.10,5746.80,5746.80,5681.90,-0.38
07/02/2006,5746.80,5772.40,5781.30,5734.70,-0.44
06/02/2006,5772.40,5759.30,5790.40,5759.30,0.23
03/02/2006,5759.30,5747.30,5766.70,5728.20,0.21
02/02/2006,5747.30,5801.60,5811.80,5743.00,-0.94
01/02/2006,5801.60,5760.30,5816.00,5746.20,0.72
31/01/2006,5760.30,5779.80,5792.50,5760.30,-0.34
30/01/2006,5779.80,5786.80,5796.10,5772.70,-0.12
27/01/2006,5786.80,5722.60,5788.20,5722.60,1.12
26/01/2006,5722.60,5704.40,5744.00,5698.50,0.32
25/01/2006,5704.40,5633.80,5704.40,5633.80,1.25
24/01/2006,5633.80,5660.90,5679.00,5630.40,-0.48
23/01/2006,5660.90,5672.40,5672.40,5625.00,-0.20
20/01/2006,5672.40,5693.20,5729.80,5666.50,-0.37
19/01/2006,5693.20,5663.70,5710.00,5663.70,0.52
18/01/2006,5663.70,5699.00,5699.00,5634.80,-0.62
17/01/2006,5699.00,5740.20,5740.20,5693.10,-0.72
16/01/2006,5740.20,5711.00,5740.20,5707.20,0.51
13/01/2006,5711.00,5735.10,5735.10,5690.90,-0.42
12/01/2006,5735.10,5731.50,5744.60,5724.90,0.06
11/01/2006,5731.50,5688.80,5731.50,5688.80,0.75
10/01/2006,5688.80,5731.50,5731.50,5686.10,-0.75
09/01/2006,5731.50,5731.80,5750.30,5725.90,-0.01
06/01/2006,5731.80,5691.20,5731.80,5691.20,0.71
05/01/2006,5691.20,5714.60,5722.40,5686.40,-0.41
04/01/2006,5714.60,5681.50,5716.40,5681.50,0.58
03/01/2006,5681.50,5618.80,5682.20,5618.80,1.12
30/12/2005,5618.80,5638.30,5640.00,5596.80,-0.35
29/12/2005,5638.30,5622.80,5647.20,5622.80,0.28
28/12/2005,5622.80,5595.40,5622.80,5591.90,0.49
23/12/2005,5595.40,5597.00,5608.20,5588.00,-0.03
22/12/2005,5597.00,5587.40,5599.30,5584.80,0.17
21/12/2005,5587.40,5547.90,5590.20,5547.90,0.71
20/12/2005,5547.90,5539.80,5552.20,5524.70,0.15
19/12/2005,5539.80,5531.60,5548.40,5525.70,0.15
16/12/2005,5531.60,5495.30,5552.60,5495.30,0.66
15/12/2005,5495.30,5521.10,5530.20,5489.30,-0.47
14/12/2005,5521.10,5507.20,5525.00,5503.50,0.25
13/12/2005,5507.20,5501.50,5527.20,5499.20,0.10
12/12/2005,5501.50,5517.40,5548.80,5494.20,-0.29
09/12/2005,5517.40,5531.10,5531.10,5504.40,-0.25
08/12/2005,5531.10,5528.80,5531.90,5492.80,0.04
07/12/2005,5528.80,5538.80,5574.00,5518.40,-0.18
06/12/2005,5538.80,5510.40,5546.90,5505.90,0.52
05/12/2005,5510.40,5528.10,5532.50,5498.30,-0.32
02/12/2005,5528.10,5486.10,5528.10,5485.00,0.77
01/12/2005,5486.10,5423.20,5494.70,5423.20,1.16
30/11/2005,5423.20,5491.00,5491.00,5423.20,-1.23
29/11/2005,5491.00,5477.40,5507.40,5451.30,0.25
28/11/2005,5477.40,5523.80,5554.90,5477.40,-0.84
25/11/2005,5523.80,5511.00,5531.40,5511.00,0.23
24/11/2005,5511.00,5531.70,5539.00,5499.50,-0.37
23/11/2005,5531.70,5517.20,5532.70,5507.10,0.26
22/11/2005,5517.20,5497.90,5522.40,5497.90,0.35
21/11/2005,5497.90,5498.90,5509.40,5486.20,-0.02
18/11/2005,5498.90,5460.00,5531.60,5460.00,0.71
17/11/2005,5460.00,5430.00,5480.10,5430.00,0.55
16/11/2005,5430.00,5439.60,5442.20,5391.70,-0.18
15/11/2005,5439.60,5470.00,5470.00,5424.60,-0.56
14/11/2005,5470.00,5465.10,5485.90,5455.60,0.09
11/11/2005,5465.10,5423.50,5468.80,5423.50,0.77
10/11/2005,5423.50,5439.80,5463.90,5423.50,-0.30
09/11/2005,5439.80,5460.90,5469.40,5439.00,-0.39
08/11/2005,5460.90,5460.80,5481.70,5451.10,0.00
07/11/2005,5460.80,5423.60,5471.00,5415.50,0.69
04/11/2005,5423.60,5431.90,5446.40,5418.00,-0.15
03/11/2005,5431.90,5358.60,5431.90,5358.60,1.37
02/11/2005,5358.60,5344.30,5364.70,5316.00,0.27
01/11/2005,5344.30,5317.30,5350.30,5304.90,0.51
31/10/2005,5317.30,5213.40,5318.40,5213.40,1.99
28/10/2005,5213.40,5182.80,5226.90,5157.60,0.59
27/10/2005,5182.80,5227.80,5227.80,5168.20,-0.86
26/10/2005,5227.80,5182.10,5236.50,5182.10,0.88
25/10/2005,5182.10,5207.60,5222.40,5182.10,-0.49
24/10/2005,5207.60,5142.10,5210.10,5140.10,1.27
21/10/2005,5142.10,5164.10,5164.10,5130.90,-0.43
20/10/2005,5164.10,5167.80,5234.00,5146.70,-0.07
19/10/2005,5167.80,5263.90,5263.90,5167.80,-1.83
18/10/2005,5263.90,5286.50,5303.20,5259.60,-0.43
17/10/2005,5286.50,5275.00,5297.10,5272.50,0.22
14/10/2005,5275.00,5265.20,5293.80,5245.60,0.19
13/10/2005,5265.20,5342.20,5342.20,5256.30,-1.44
12/10/2005,5342.20,5380.70,5380.70,5342.20,-0.72
11/10/2005,5380.70,5374.50,5404.40,5373.90,0.12
10/10/2005,5374.50,5362.30,5395.80,5362.30,0.23
07/10/2005,5362.30,5372.40,5394.40,5355.70,-0.19
06/10/2005,5372.40,5427.80,5427.80,5358.10,-1.02
05/10/2005,5427.80,5494.40,5494.40,5427.80,-1.21
04/10/2005,5494.40,5501.50,5501.50,5475.20,-0.13
03/10/2005,5501.50,5477.70,5515.00,5474.90,0.43
30/09/2005,5477.70,5478.20,5506.10,5462.60,-0.01
29/09/2005,5478.20,5494.80,5508.40,5467.10,-0.30
28/09/2005,5494.80,5447.30,5494.80,5447.30,0.87
27/09/2005,5447.30,5453.10,5471.20,5442.70,-0.11
26/09/2005,5453.10,5413.60,5456.90,5413.60,0.73
23/09/2005,5413.60,5385.70,5417.40,5383.60,0.52
22/09/2005,5385.70,5369.70,5395.50,5354.30,0.30
21/09/2005,5369.70,5416.40,5416.40,5369.70,-0.86
20/09/2005,5416.40,5429.70,5446.60,5410.90,-0.24
19/09/2005,5429.70,5407.90,5435.80,5388.30,0.40
16/09/2005,5407.90,5383.50,5418.70,5375.30,0.45
15/09/2005,5383.50,5347.40,5387.10,5342.50,0.68
14/09/2005,5347.40,5338.00,5349.70,5327.10,0.18
13/09/2005,5338.00,5375.10,5377.80,5329.30,-0.69
12/09/2005,5375.10,5359.30,5380.70,5359.30,0.29
09/09/2005,5359.30,5340.80,5362.40,5340.30,0.35
08/09/2005,5340.80,5365.90,5365.90,5338.40,-0.47
07/09/2005,5365.90,5359.20,5376.10,5358.00,0.13
06/09/2005,5359.20,5337.80,5366.60,5337.80,0.40
05/09/2005,5337.80,5326.80,5341.80,5320.60,0.21
02/09/2005,5326.80,5328.50,5338.10,5319.60,-0.03
01/09/2005,5328.50,5296.90,5342.10,5296.90,0.60
31/08/2005,5296.90,5255.80,5300.00,5255.80,0.78
30/08/2005,5255.80,5228.10,5270.20,5228.10,0.53
26/08/2005,5228.10,5255.70,5282.10,5228.10,-0.53
25/08/2005,5255.70,5275.20,5275.20,5248.80,-0.37
24/08/2005,5275.20,5300.20,5300.20,5270.00,-0.47
23/08/2005,5300.20,5318.40,5318.40,5294.80,-0.34
22/08/2005,5318.40,5312.60,5329.70,5312.60,0.11
19/08/2005,5312.60,5269.30,5313.10,5269.30,0.82
18/08/2005,5269.30,5292.70,5304.70,5263.70,-0.44
17/08/2005,5292.70,5322.30,5322.30,5284.10,-0.56
16/08/2005,5322.30,5344.20,5358.70,5316.10,-0.41
15/08/2005,5344.20,5345.80,5367.80,5339.40,-0.03
12/08/2005,5345.80,5358.60,5374.40,5343.50,-0.24
11/08/2005,5358.60,5377.50,5379.60,5355.10,-0.35
10/08/2005,5377.50,5363.70,5386.40,5351.20,0.26
09/08/2005,5363.70,5344.30,5363.70,5342.70,0.36
08/08/2005,5344.30,5314.70,5351.30,5314.70,0.56
05/08/2005,5314.70,5315.50,5341.80,5306.70,-0.02
04/08/2005,5315.50,5332.30,5335.40,5300.00,-0.32
03/08/2005,5332.30,5327.50,5332.30,5304.00,0.09
02/08/2005,5327.50,5290.80,5330.60,5290.80,0.69
01/08/2005,5290.80,5282.30,5302.90,5282.30,0.16
29/07/2005,5282.30,5270.30,5308.60,5270.30,0.23
28/07/2005,5270.30,5263.60,5282.30,5262.30,0.13
27/07/2005,5263.60,5256.20,5275.20,5253.50,0.14
26/07/2005,5256.20,5270.70,5279.40,5253.90,-0.28
25/07/2005,5270.70,5241.80,5273.50,5241.80,0.55
22/07/2005,5241.80,5221.60,5244.60,5202.70,0.39
21/07/2005,5221.60,5215.20,5256.00,5180.20,0.12
20/07/2005,5215.20,5201.50,5249.50,5193.50,0.26
19/07/2005,5201.50,5214.20,5230.90,5191.00,-0.24
18/07/2005,5214.20,5230.80,5258.40,5212.00,-0.32
15/07/2005,5230.80,5259.70,5261.50,5222.60,-0.55
14/07/2005,5259.70,5245.90,5283.90,5245.90,0.26
13/07/2005,5245.90,5217.20,5252.00,5217.20,0.55
12/07/2005,5217.20,5242.40,5249.40,5216.20,-0.48
11/07/2005,5242.40,5232.20,5257.90,5232.20,0.19
08/07/2005,5232.20,5158.30,5232.20,5158.30,1.43
07/07/2005,5158.30,5229.60,5229.60,5022.10,-1.36
06/07/2005,5229.60,5190.10,5237.60,5190.10,0.76
05/07/2005,5190.10,5184.30,5194.20,5173.80,0.11
04/07/2005,5184.30,5161.00,5188.60,5161.00,0.45
01/07/2005,5161.00,5113.20,5162.60,5106.60,0.93
30/06/2005,5113.20,5109.10,5138.20,5097.10,0.08
29/06/2005,5109.10,5090.40,5119.50,5090.20,0.37
28/06/2005,5090.40,5043.50,5090.40,5043.50,0.93
27/06/2005,5043.50,5079.00,5079.00,5036.90,-0.70
24/06/2005,5079.00,5114.40,5114.40,5069.10,-0.69
23/06/2005,5114.40,5099.30,5121.90,5099.10,0.30
22/06/2005,5099.30,5082.10,5110.50,5076.60,0.34
21/06/2005,5082.10,5072.00,5091.00,5072.00,0.20
20/06/2005,5072.00,5077.60,5078.00,5057.90,-0.11
17/06/2005,5077.60,5045.00,5098.50,5044.60,0.65
16/06/2005,5045.00,5019.50,5046.40,5019.50,0.51
15/06/2005,5019.50,5046.80,5060.80,5013.40,-0.54
14/06/2005,5046.80,5050.40,5054.30,5037.50,-0.07
13/06/2005,5050.40,5030.40,5051.00,5026.10,0.40
10/06/2005,5030.40,5009.20,5047.30,5009.20,0.42
09/06/2005,5009.20,5003.70,5009.80,4984.20,0.11
08/06/2005,5003.70,5025.20,5025.20,4995.10,-0.43
07/06/2005,5025.20,4980.40,5027.90,4980.40,0.90
06/06/2005,4980.40,4999.40,5006.80,4976.20,-0.38
03/06/2005,4999.40,5005.00,5016.60,4987.20,-0.11
02/06/2005,5005.00,5011.00,5014.90,4996.50,-0.12
01/06/2005,5011.00,4964.00,5011.00,4964.00,0.95
31/05/2005,4964.00,4986.30,4999.70,4964.00,-0.45
27/05/2005,4986.30,4994.90,5002.00,4976.60,-0.17
26/05/2005,4994.90,4971.50,5004.30,4956.80,0.47
25/05/2005,4971.50,4982.50,4983.60,4964.10,-0.22
24/05/2005,4982.50,4989.80,4990.20,4974.20,-0.15
23/05/2005,4989.80,4971.80,4991.60,4971.80,0.36
20/05/2005,4971.80,4962.70,4981.10,4962.70,0.18
19/05/2005,4962.70,4949.40,4972.90,4949.40,0.27
18/05/2005,4949.40,4898.50,4956.90,4898.50,1.04
17/05/2005,4898.50,4884.20,4902.00,4880.70,0.29
16/05/2005,4884.20,4886.50,4887.70,4869.00,-0.05
13/05/2005,4886.50,4893.20,4893.20,4854.20,-0.14
12/05/2005,4893.20,4875.40,4909.80,4875.40,0.37
11/05/2005,4875.40,4892.40,4896.60,4868.20,-0.35
10/05/2005,4892.40,4910.30,4929.10,4880.20,-0.36
09/05/2005,4910.30,4918.90,4928.70,4895.10,-0.17
06/05/2005,4918.90,4902.30,4924.60,4897.60,0.34
05/05/2005,4902.30,4882.50,4917.60,4882.50,0.41
04/05/2005,4882.50,4861.20,4882.50,4847.90,0.44
03/05/2005,4861.20,4801.70,4862.90,4801.70,1.24
29/04/2005,4801.70,4790.20,4824.40,4773.70,0.24
28/04/2005,4790.20,4789.40,4820.70,4775.50,0.02
27/04/2005,4789.40,4845.50,4845.50,4780.60,-1.16
26/04/2005,4845.50,4864.90,4879.60,4831.50,-0.40
25/04/2005,4864.90,4849.30,4867.80,4841.30,0.32
22/04/2005,4849.30,4819.60,4859.00,4819.60,0.62
21/04/2005,4819.60,4822.00,4839.10,4805.50,-0.05
20/04/2005,4822.00,4855.60,4873.60,4817.80,-0.69
19/04/2005,4855.60,4827.10,4862.60,4827.10,0.59
18/04/2005,4827.10,4891.60,4891.60,4794.80,-1.32
15/04/2005,4891.60,4945.40,4945.40,4891.60,-1.09
14/04/2005,4945.40,4960.80,4960.80,4937.00,-0.31
13/04/2005,4960.80,4946.20,4973.80,4946.20,0.30
12/04/2005,4946.20,4973.20,4973.80,4941.10,-0.54
11/04/2005,4973.20,4983.60,4983.60,4964.00,-0.21
08/04/2005,4983.60,4977.00,4994.10,4975.00,0.13
07/04/2005,4977.00,4947.40,4984.50,4947.40,0.60
06/04/2005,4947.40,4942.90,4953.60,4937.40,0.09
05/04/2005,4942.90,4896.70,4943.80,4896.70,0.94
04/04/2005,4896.70,4914.00,4923.30,4877.00,-0.35
01/04/2005,4914.00,4894.40,4942.00,4894.40,0.40
31/03/2005,4894.40,4900.70,4933.80,4894.40,-0.13
30/03/2005,4900.70,4919.00,4919.00,4886.50,-0.37
29/03/2005,4919.00,4922.50,4924.30,4892.80,-0.07
24/03/2005,4922.50,4910.40,4933.70,4904.50,0.25
23/03/2005,4910.40,4937.30,4937.30,4887.20,-0.54
22/03/2005,4937.30,4933.50,4946.80,4908.50,0.08
21/03/2005,4933.50,4923.30,4952.20,4923.30,0.21
18/03/2005,4923.30,4922.10,4947.90,4922.10,0.02
17/03/2005,4922.10,4937.60,4952.90,4920.00,-0.31
16/03/2005,4937.60,5000.20,5000.20,4928.10,-1.25
15/03/2005,5000.20,4975.00,5006.10,4975.00,0.51
14/03/2005,4975.00,4982.00,4995.00,4947.90,-0.14
11/03/2005,4982.00,4962.10,4991.60,4962.10,0.40
10/03/2005,4962.10,4996.10,4996.10,4956.80,-0.68
09/03/2005,4996.10,5010.90,5038.90,4992.90,-0.30
08/03/2005,5010.90,5027.20,5029.60,5001.90,-0.32
07/03/2005,5027.20,5036.30,5041.30,5014.50,-0.18
04/03/2005,5036.30,5014.80,5042.00,5011.70,0.43
03/03/2005,5014.80,4992.80,5024.00,4992.80,0.44
02/03/2005,4992.80,5000.50,5000.90,4965.90,-0.15
01/03/2005,5000.50,4968.50,5004.90,4966.90,0.64
28/02/2005,4968.50,5006.80,5030.20,4968.40,-0.76
25/02/2005,5006.80,4972.10,5010.80,4972.10,0.70
24/02/2005,4972.10,4988.50,5002.50,4972.10,-0.33
23/02/2005,4988.50,5032.90,5032.90,4970.80,-0.88
22/02/2005,5032.90,5060.80,5063.30,5013.20,-0.55
21/02/2005,5060.80,5057.20,5077.80,5047.50,0.07
18/02/2005,5057.20,5057.40,5066.50,5045.50,0.00
17/02/2005,5057.40,5053.20,5077.60,5051.80,0.08
16/02/2005,5053.20,5058.90,5059.50,5035.50,-0.11
15/02/2005,5058.90,5041.80,5065.70,5036.10,0.34
14/02/2005,5041.80,5044.20,5049.60,5030.50,-0.05
11/02/2005,5044.20,5000.10,5045.00,5000.10,0.88
10/02/2005,5000.00,4990.40,5014.80,4977.30,0.19
09/02/2005,4990.40,4995.50,5003.00,4974.50,-0.10
08/02/2005,4995.50,4979.80,4995.50,4968.70,0.32
07/02/2005,4979.80,4941.50,4982.80,4941.50,0.78
04/02/2005,4941.50,4908.30,4947.40,4908.30,0.68
03/02/2005,4908.30,4916.20,4924.10,4898.40,-0.16
02/02/2005,4916.20,4906.20,4918.80,4897.50,0.20
01/02/2005,4906.20,4852.30,4906.20,4852.30,1.11
31/01/2005,4852.30,4832.80,4879.50,4832.80,0.40
28/01/2005,4832.80,4853.40,4860.40,4827.30,-0.42
27/01/2005,4853.40,4847.10,4860.30,4835.00,0.13
26/01/2005,4847.10,4843.20,4860.30,4839.00,0.08
25/01/2005,4843.20,4812.50,4850.00,4803.70,0.64
24/01/2005,4812.50,4803.30,4814.00,4770.10,0.19
21/01/2005,4803.30,4800.80,4813.90,4785.60,0.05
20/01/2005,4800.80,4818.30,4818.30,4783.30,-0.36
19/01/2005,4818.30,4823.90,4845.40,4817.50,-0.12
18/01/2005,4823.90,4846.70,4852.80,4800.80,-0.47
17/01/2005,4846.70,4820.80,4846.70,4820.80,0.54
14/01/2005,4820.80,4800.30,4831.60,4786.50,0.43
13/01/2005,4800.30,4783.60,4809.80,4782.50,0.35
12/01/2005,4783.60,4818.70,4823.20,4765.40,-0.73
11/01/2005,4818.70,4840.70,4847.60,4805.00,-0.45
10/01/2005,4840.70,4854.10,4858.90,4833.40,-0.28
07/01/2005,4854.10,4824.30,4863.50,4819.80,0.62
06/01/2005,4824.30,4806.00,4833.30,4806.00,0.38
05/01/2005,4806.00,4847.00,4847.00,4806.00,-0.85
04/01/2005,4847.00,4814.30,4851.60,4809.40,0.68
31/12/2004,4814.30,4820.10,4822.30,4801.10,-0.12
30/12/2004,4820.10,4819.80,4826.20,4813.50,0.01
29/12/2004,4819.80,4798.10,4819.80,4787.40,0.45
24/12/2004,4798.10,4787.70,4807.80,4780.90,0.22
23/12/2004,4787.70,4777.40,4789.50,4774.90,0.22
22/12/2004,4777.40,4733.00,4783.70,4733.00,0.94
21/12/2004,4733.00,4731.10,4742.10,4731.10,0.04
20/12/2004,4731.10,4696.80,4744.40,4696.80,0.73
17/12/2004,4696.80,4735.20,4747.30,4689.60,-0.81
16/12/2004,4735.20,4728.20,4747.70,4728.20,0.15
15/12/2004,4728.20,4722.80,4750.10,4722.80,0.11
14/12/2004,4722.80,4736.80,4755.00,4709.70,-0.30
13/12/2004,4736.80,4694.00,4737.50,4688.70,0.91
10/12/2004,4694.00,4688.40,4719.20,4682.20,0.12
09/12/2004,4688.40,4703.90,4719.20,4675.00,-0.33
08/12/2004,4703.90,4728.70,4728.70,4695.60,-0.52
07/12/2004,4728.70,4722.80,4741.50,4717.30,0.12
06/12/2004,4722.80,4747.90,4747.90,4707.10,-0.53
03/12/2004,4747.90,4751.20,4771.20,4734.80,-0.07
02/12/2004,4751.20,4735.70,4758.50,4733.30,0.33
01/12/2004,4735.70,4703.20,4748.60,4703.10,0.69
30/11/2004,4703.20,4749.80,4759.90,4696.80,-0.98
29/11/2004,4749.80,4741.50,4791.00,4739.50,0.18
26/11/2004,4741.50,4753.40,4753.40,4726.10,-0.25
25/11/2004,4753.40,4719.40,4753.40,4719.40,0.72
24/11/2004,4719.40,4742.40,4750.90,4713.60,-0.48
23/11/2004,4742.40,4733.10,4767.70,4733.10,0.20
22/11/2004,4733.10,4760.80,4760.80,4717.40,-0.58
19/11/2004,4760.80,4805.30,4805.30,4756.50,-0.93
18/11/2004,4805.30,4795.90,4818.30,4785.30,0.20
17/11/2004,4795.90,4770.40,4800.40,4770.20,0.53
16/11/2004,4770.40,4803.10,4807.80,4761.50,-0.68
15/11/2004,4803.10,4793.90,4823.80,4789.00,0.19
12/11/2004,4793.90,4776.90,4798.70,4776.90,0.36
11/11/2004,4776.90,4734.50,4779.50,4728.70,0.90
10/11/2004,4734.50,4717.70,4746.40,4717.70,0.36
09/11/2004,4717.70,4716.60,4727.00,4712.00,0.02
08/11/2004,4716.60,4739.80,4739.80,4706.40,-0.49
05/11/2004,4739.80,4728.30,4761.90,4728.00,0.24
04/11/2004,4728.30,4718.50,4728.30,4698.20,0.21
03/11/2004,4718.50,4693.20,4723.60,4693.20,0.54
02/11/2004,4693.20,4673.80,4696.90,4673.80,0.42
01/11/2004,4673.80,4624.20,4681.60,4624.20,1.07
29/10/2004,4624.20,4642.80,4649.10,4624.20,-0.40
28/10/2004,4642.80,4630.10,4663.40,4620.00,0.27
27/10/2004,4630.10,4583.40,4630.60,4583.40,1.02
26/10/2004,4583.40,4564.50,4585.40,4562.00,0.41
25/10/2004,4564.50,4615.40,4615.40,4551.60,-1.10
22/10/2004,4615.40,4617.40,4642.30,4614.20,-0.04
21/10/2004,4617.40,4616.40,4642.30,4592.20,0.02
20/10/2004,4616.40,4655.20,4655.20,4599.30,-0.83
19/10/2004,4655.20,4626.60,4675.80,4626.60,0.62
18/10/2004,4626.60,4622.70,4638.60,4610.90,0.08
15/10/2004,4622.70,4629.40,4629.90,4605.80,-0.14
14/10/2004,4629.40,4634.80,4642.50,4617.00,-0.12
13/10/2004,4634.80,4647.90,4675.80,4633.40,-0.28
12/10/2004,4647.90,4685.50,4689.40,4634.40,-0.80
11/10/2004,4685.50,4698.90,4706.90,4684.10,-0.29
08/10/2004,4698.90,4698.70,4724.40,4679.70,0.00
07/10/2004,4698.70,4706.30,4732.90,4686.00,-0.16
06/10/2004,4706.30,4707.10,4713.40,4689.20,-0.02
05/10/2004,4707.10,4681.80,4714.90,4674.60,0.54
04/10/2004,4681.80,4659.60,4701.50,4659.60,0.48
01/10/2004,4659.60,4570.80,4663.90,4570.80,1.94
30/09/2004,4570.80,4588.10,4607.80,4569.10,-0.38
29/09/2004,4588.10,4567.30,4600.90,4567.30,0.46
28/09/2004,4567.30,4541.20,4576.20,4528.10,0.57
27/09/2004,4541.20,4578.10,4578.10,4532.00,-0.81
24/09/2004,4578.10,4568.30,4581.90,4557.20,0.21
23/09/2004,4568.30,4592.30,4598.60,4560.70,-0.52
22/09/2004,4592.30,4608.40,4630.70,4592.30,-0.35
21/09/2004,4608.40,4579.50,4615.90,4578.70,0.63
20/09/2004,4579.50,4591.00,4591.00,4562.00,-0.25
17/09/2004,4591.00,4556.50,4602.10,4544.40,0.76
16/09/2004,4556.50,4548.40,4564.00,4545.10,0.18
15/09/2004,4548.40,4545.60,4575.20,4541.90,0.06
14/09/2004,4545.60,4558.10,4561.60,4539.00,-0.28
13/09/2004,4558.50,4545.00,4568.00,4543.30,0.30
10/09/2004,4545.00,4538.00,4565.10,4538.00,0.15
09/09/2004,4538.00,4558.40,4558.40,4529.60,-0.45
08/09/2004,4558.40,4565.60,4574.00,4553.60,-0.16
07/09/2004,4565.60,4563.80,4572.30,4547.30,0.04
06/09/2004,4563.80,4550.80,4569.50,4547.10,0.29
03/09/2004,4550.80,4518.60,4553.40,4508.30,0.71
02/09/2004,4518.60,4502.00,4531.90,4487.50,0.37
01/09/2004,4502.00,4459.30,4502.40,4459.30,0.96
31/08/2004,4459.30,4490.10,4490.10,4458.80,-0.69
27/08/2004,4490.10,4453.90,4490.10,4453.60,0.81
26/08/2004,4453.90,4411.60,4453.90,4411.60,0.96
25/08/2004,4411.60,4407.50,4419.30,4399.80,0.09
24/08/2004,4407.50,4405.30,4421.20,4402.40,0.05
23/08/2004,4405.30,4369.20,4423.70,4369.20,0.83
20/08/2004,4369.20,4362.60,4373.20,4349.50,0.15
19/08/2004,4362.60,4355.20,4381.40,4353.20,0.17
18/08/2004,4355.20,4358.70,4360.30,4331.60,-0.08
17/08/2004,4358.70,4350.20,4373.70,4338.60,0.20
16/08/2004,4350.20,4301.50,4353.40,4283.00,1.13
13/08/2004,4301.50,4328.10,4334.40,4297.00,-0.61
12/08/2004,4328.10,4312.20,4342.90,4312.20,0.37
11/08/2004,4312.20,4350.90,4356.90,4289.60,-0.89
10/08/2004,4350.90,4314.40,4350.90,4313.10,0.85
09/08/2004,4314.40,4337.90,4349.20,4293.50,-0.54
06/08/2004,4337.90,4413.40,4413.40,4337.90,-1.71
05/08/2004,4413.40,4408.10,4432.50,4408.10,0.12
04/08/2004,4408.10,4429.70,4429.70,4376.80,-0.49
03/08/2004,4429.70,4415.70,4429.70,4408.10,0.32
02/08/2004,4415.70,4413.10,4419.80,4390.90,0.06
30/07/2004,4413.10,4418.70,4425.30,4398.00,-0.13
29/07/2004,4418.70,4356.20,4420.00,4356.20,1.43
28/07/2004,4356.20,4324.90,4370.90,4324.90,0.72
27/07/2004,4324.90,4287.00,4324.90,4287.00,0.88
26/07/2004,4287.00,4326.30,4333.50,4283.20,-0.91
23/07/2004,4326.30,4306.30,4349.60,4306.30,0.46
22/07/2004,4306.30,4377.30,4377.30,4306.30,-1.62
21/07/2004,4377.30,4339.40,4391.50,4339.40,0.87
20/07/2004,4339.40,4321.10,4348.80,4297.50,0.42
19/07/2004,4321.10,4339.20,4349.30,4321.10,-0.42
16/07/2004,4339.20,4340.70,4357.40,4328.30,-0.03
15/07/2004,4340.70,4372.60,4372.60,4340.70,-0.73
14/07/2004,4372.60,4357.70,4373.20,4324.50,0.34
13/07/2004,4357.70,4360.00,4379.90,4352.60,-0.05
12/07/2004,4360.00,4393.20,4395.60,4354.30,-0.76
09/07/2004,4393.20,4381.10,4393.20,4356.80,0.28
08/07/2004,4381.10,4358.40,4383.40,4324.10,0.52
07/07/2004,4358.40,4370.70,4392.90,4354.70,-0.28
06/07/2004,4370.70,4403.30,4414.30,4365.30,-0.74
05/07/2004,4403.30,4407.40,4423.30,4403.30,-0.09
02/07/2004,4407.40,4424.70,4430.90,4398.30,-0.39
01/07/2004,4424.70,4464.10,4487.90,4424.70,-0.88
30/06/2004,4464.10,4512.40,4512.80,4464.10,-1.07
29/06/2004,4512.40,4518.70,4518.70,4492.10,-0.14
28/06/2004,4518.70,4494.10,4535.10,4478.50,0.55
25/06/2004,4494.10,4503.20,4503.90,4485.20,-0.20
24/06/2004,4503.20,4486.70,4516.70,4486.70,0.37
23/06/2004,4486.70,4468.50,4498.10,4468.50,0.41
22/06/2004,4468.50,4502.20,4502.20,4459.80,-0.75
21/06/2004,4502.20,4505.80,4511.10,4485.10,-0.08
18/06/2004,4505.80,4493.30,4510.50,4474.40,0.28
17/06/2004,4493.30,4491.10,4504.70,4482.00,0.05
16/06/2004,4491.10,4458.60,4508.30,4454.80,0.73
15/06/2004,4458.60,4433.20,4462.30,4433.20,0.57
